PLANT;PURCH_ORD;PN;PURCH_ITEM;PURCH_ORD_QTY;PURCH_DELIV_DATE
71;22.400.782;F001195;22400782/1;575,395;26/02/24
71;22.400.784;F001693;22400784/1;30;26/02/24
71;22.400.785;A007456;22400785/1;1;30/01/24
71;22.400.786;A007456;22400786/1;1;30/01/24
71;22.400.787;F001863;22400787/2;25;05/03/24
71;22.400.787;F001889;22400787/1;60;26/02/24
71;22.400.788;F001965;22400788/1;50;05/04/24
71;22.400.789;F001988;22400789/1;15;13/03/24
71;22.400.790;F002029;22400790/1;5.800;10/04/24
71;22.400.791;F002199;22400791/4;50;18/03/24
71;22.400.791;F002138;22400791/1;25;14/03/24
71;22.400.791;F002198;22400791/3;50;18/03/24
71;22.400.791;F002197;22400791/2;75;18/03/24
71;22.400.792;F002392;22400792/1;140;01/03/24
71;22.400.793;F002396;22400793/1;25;22/03/24
71;22.400.793;F002545;22400793/2;125;28/03/24
71;22.400.793;F002408;22400793/3;900;11/04/24
71;22.400.795;F003364;22400795/1;60;06/02/24
71;22.400.796;F003818;22400796/2;120;29/05/24
71;22.400.796;F003397;22400796/1;150;28/02/24
71;22.400.797;F002449;22400797/1;150;21/03/24
71;22.400.798;F001200;22400798/1;4.900;12/04/24
71;22.400.801;D005919;22400801/1;52.500;23/04/24
71;22.400.801;D011003;22400801/2;20.500;04/04/24
71;22.400.801;D010466;22400801/3;22.500;13/02/24
71;22.400.802;D011747;22400802/5;17.500;09/04/24
71;22.400.802;D010789;22400802/2;10.500;05/06/24
71;22.400.802;D010878;22400802/4;5.500;12/04/24
71;22.400.802;D010876;22400802/3;8.000;12/04/24
71;22.400.803;D010790;22400803/3;10.500;03/06/24
71;22.400.803;D010467;22400803/4;21.000;08/02/24
71;22.400.803;D005920;22400803/1;52.500;24/04/24
71;22.400.803;D011748;22400803/2;17.500;02/04/24
71;22.400.804;E002410;22400804/2;500;29/04/24
71;22.400.804;E004298;22400804/1;1.350;29/03/24
71;22.400.805;A007103;22400805/2;1;25/01/24
71;22.400.805;B005057;22400805/1;1;25/01/24
71;22.400.806;A007735;22400806/1;20.000;04/03/24
71;22.400.807;A005354;22400807/1;34.000;19/02/24
71;22.400.808;B002607;22400808/1;20.000;07/03/24
71;22.400.809;A005109;22400809/1;20.000;18/03/24
71;22.400.811;D005785;22400811/1;250;27/03/24
71;22.400.813;F002455;22400813/2;400;13/02/24
71;22.400.813;F002325;22400813/1;250;09/02/24
71;22.400.815;F000756;22400815/3;10;08/03/24
71;22.400.815;F000876;22400815/4;50;15/02/24
71;22.400.818;B005770;22400818/1;1;25/01/24
71;22.400.820;A004820;22400820/1;16.500;29/01/24
71;22.400.820;A004369;22400820/2;16.500;29/01/24
71;22.400.822;D011749;22400822/1;17.500;22/03/24
71;22.400.823;E002776;22400823/1;160;04/03/24
71;22.400.825;F003776;22400825/1;125;06/03/24
71;22.400.826;F003815;22400826/1;25;22/02/24
71;22.400.827;F000271;22400827/1;3.000;10/04/24
71;22.400.828;F001741;22400828/1;190;14/03/24
71;22.400.829;F001962;22400829/1;614,141;15/03/24
71;22.400.830;F002010;22400830/1;1;09/04/24
71;22.400.830;F002021;22400830/2;1;07/05/24
71;22.400.831;F002025;22400831/1;250;23/02/24
71;22.400.832;F002028;22400832/1;80;12/07/24
71;22.400.833;F001010;22400833/1;60;20/02/24
71;22.400.834;F002289;22400834/1;8;15/02/24
71;22.400.835;F002993;22400835/1;75;23/02/24
71;22.400.837;F002746;22400837/1;7;27/02/24
71;22.400.839;F002810;22400839/1;1;16/02/24
71;22.400.840;A007349;22400840/1;30.000;05/02/24
71;22.400.841;E002297;22400841/1;436.800;08/05/24
71;22.400.843;D003654;22400843/2;12.600;11/04/24
71;22.400.843;D006857;22400843/1;57.000;19/03/24
71;22.400.844;D006858;22400844/1;56.000;21/03/24
71;22.400.845;D006918;22400845/1;4.650;26/03/24
71;22.400.846;D006919;22400846/1;62.500;15/03/24
71;22.400.846;D003655;22400846/2;11.000;17/04/24
71;22.400.847;E004126;22400847/1;15.000;11/04/24
71;22.400.848;B005597;22400848/1;1;26/01/24
71;22.400.850;A007456;22400850/1;1;02/02/24
71;22.400.852;F003728;22400852/1;1;02/02/24
71;22.400.853;B005771;22400853/1;1;01/02/24
71;22.400.854;B005771;22400854/1;1;01/02/24
71;22.400.855;A004836;22400855/1;1;01/02/24
71;22.400.856;B002982;22400856/1;1;01/02/24
71;22.400.857;F003762;22400857/1;1;02/02/24
71;22.400.858;F002300;22400858/1;1;01/02/24
71;22.400.859;C004929;22400859/1;1;01/02/24
71;22.400.860;C004802;22400860/1;1;01/02/24
71;22.400.861;B005547;22400861/1;1;01/02/24
71;22.400.862;B005547;22400862/1;1;01/02/24
71;22.400.863;F002717;22400863/1;1;02/04/24
71;22.400.864;F003662;22400864/1;1;01/02/24
71;22.400.865;C004653;22400865/1;1;02/02/24
71;22.400.866;C004653;22400866/1;1;02/02/24
71;22.400.867;C004653;22400867/1;1;02/02/24
71;22.400.868;A007456;22400868/1;1;31/01/24
71;22.400.869;B004667;22400869/1;1;31/01/24
71;22.400.870;B002982;22400870/1;1;31/01/24
71;22.400.872;B005732;22400872/1;1;05/02/24
71;22.400.874;F003883;22400874/1;1;05/02/24
71;22.400.876;F003744;22400876/1;1;05/02/24
71;22.400.877;F000140;22400877/2;55;20/02/24
71;22.400.878;F001607;22400878/2;50;26/02/24
71;22.400.878;F000470;22400878/1;600;26/02/24
71;22.400.879;F002944;22400879/1;20;09/02/24
71;22.400.880;F002980;22400880/1;5;27/02/24
71;22.400.881;F002067;22400881/1;1;28/02/24
71;22.400.882;A007275;22400882/1;6.300;13/02/24
71;22.400.882;A007275;22400882/2;6.300;13/02/24
71;22.400.882;A007275;22400882/3;6.300;13/02/24
71;22.400.884;A007786;22400884/1;1;06/02/24
71;22.400.886;A007623;22400886/3;63.333;01/02/24
71;22.400.886;A007623;22400886/1;63.333;01/02/24
71;22.400.886;A007623;22400886/2;63.333;01/02/24
71;22.400.887;A007668;22400887/1;2.355;04/04/24
71;22.400.887;A007668;22400887/3;4.500;04/04/24
71;22.400.887;A007668;22400887/4;4.500;04/04/24
71;22.400.887;A007668;22400887/2;4.500;04/04/24
71;22.400.899;F001615;22400899/6;20.000;19/04/24
71;22.400.899;F001789;22400899/2;20.000;21/03/24
71;22.400.899;F001615;22400899/5;20.000;21/03/24
71;22.400.899;F001615;22400899/4;20.000;20/02/24
71;22.400.899;F001789;22400899/1;20.000;22/02/24
71;22.400.899;F001789;22400899/3;20.000;04/04/24
71;22.400.901;F003741;22400901/2;16.800;03/05/24
71;22.400.901;F003741;22400901/1;16.800;14/02/24
71;22.400.903;E004241;22400903/1;1.000;22/04/24
71;22.400.907;A007604;22400907/1;1;29/01/24
71;22.400.908;A007348;22400908/2;3.150;06/03/24
71;22.400.908;A007348;22400908/8;3.150;06/03/24
71;22.400.908;A007348;22400908/5;3.150;06/03/24
71;22.400.908;A007348;22400908/12;3.150;06/03/24
71;22.400.908;A007348;22400908/3;3.150;06/03/24
71;22.400.908;A007348;22400908/11;3.150;06/03/24
71;22.400.908;A007348;22400908/10;3.150;06/03/24
71;22.400.908;A007348;22400908/6;3.150;06/03/24
71;22.400.908;A007348;22400908/4;3.150;06/03/24
71;22.400.908;A007348;22400908/1;1.650;06/03/24
71;22.400.908;A007348;22400908/7;3.150;06/03/24
71;22.400.908;A007348;22400908/9;3.150;06/03/24
71;22.400.909;F003220;22400909/1;1;02/02/24
71;22.400.911;A007456;22400911/1;1;02/02/24
71;22.400.912;F002358;22400912/1;1;09/02/24
71;22.400.913;F002717;22400913/1;1;09/02/24
71;22.400.916;A007105;22400916/5;38.000;28/02/24
71;22.400.916;A007105;22400916/2;38.000;28/02/24
71;22.400.916;A007105;22400916/3;38.000;28/02/24
71;22.400.916;A007105;22400916/4;38.000;28/02/24
71;22.400.916;A007105;22400916/1;38.000;28/02/24
71;22.400.917;B004427;22400917/1;1;31/01/24
71;22.400.919;F001273;22400919/1;1.600;19/03/24
71;22.400.920;B000980;22400920/1;1;01/02/24
71;22.400.921;B004614;22400921/1;1;01/02/24
71;22.400.922;B006240;22400922/1;1;01/02/24
71;22.400.923;A007456;22400923/1;1;01/02/24
71;22.400.924;A007691;22400924/1;1;01/02/24
71;22.400.925;A007169;22400925/1;1;01/02/24
71;22.400.926;A007719;22400926/1;1;01/02/24
71;22.400.928;A007047;22400928/1;1;01/02/24
71;22.400.929;E003493;22400929/1;58.320;10/05/24
71;22.400.930;E003572;22400930/1;16.000;06/05/24
71;22.400.931;A005615;22400931/1;1;01/02/24
71;22.400.933;D006006;22400933/1;270;07/02/24
71;22.400.934;A003287;22400934/1;10.000;29/02/24
71;22.400.934;A007060;22400934/2;15.000;29/02/24
71;22.400.936;A006205;22400936/4;10.800;26/02/24
71;22.400.936;A006205;22400936/2;10.800;26/02/24
71;22.400.936;A006205;22400936/3;10.800;26/02/24
71;22.400.936;A006205;22400936/1;10.800;26/02/24
71;22.400.936;A006205;22400936/5;10.800;26/02/24
71;22.400.937;D010044;22400937/1;5.250;15/02/24
71;22.400.938;D011670;22400938/1;68.100;09/05/24
71;22.400.939;E004046;22400939/1;200;06/03/24
71;22.400.941;D002469;22400941/1;1.000;19/03/24
71;22.400.943;D011671;22400943/1;68.100;13/05/24
71;22.400.944;D011672;22400944/1;68.500;15/05/24
71;22.400.944;D006126;22400944/2;6.300;02/05/24
71;22.400.945;E004244;22400945/1;260;19/04/24
71;22.400.945;E004485;22400945/2;400;02/04/24
71;22.400.946;D006127;22400946/1;6.000;02/05/24
71;22.400.947;D003291;22400947/2;200.000;31/05/24
71;22.400.947;D003291;22400947/1;200.000;08/04/24
71;22.400.948;D005201;22400948/2;2.000;10/05/24
71;22.400.948;D003485;22400948/1;2.500;03/05/24
71;22.400.953;A006738;22400953/1;20.000;29/02/24
71;22.400.954;D002374;22400954/1;800;03/05/24
71;22.400.955;E003319;22400955/1;3.500;08/03/24
71;22.400.955;E004556;22400955/2;700;29/03/24
71;22.400.956;E001976;22400956/1;14.000;02/02/24
71;22.400.956;E001977;22400956/2;11.200;02/02/24
71;22.400.957;A007719;22400957/1;1;05/02/24
71;22.400.958;A007719;22400958/1;1;05/02/24
71;22.400.960;D005421;22400960/1;1.000;07/02/24
71;22.400.960;D005427;22400960/2;1.000;16/02/24
71;22.400.965;D005646;22400965/1;57.000;06/05/24
71;22.400.965;D007109;22400965/3;28.000;10/05/24
71;22.400.965;D005648;22400965/2;22.500;13/05/24
71;22.400.966;F001919;22400966/1;10;14/02/24
71;22.400.967;D008819;22400967/7;192.000;24/04/24
71;22.400.967;D008145;22400967/6;70.000;06/03/24
71;22.400.967;D007332;22400967/5;27.500;13/05/24
71;22.400.967;D007110;22400967/4;26.000;13/05/24
71;22.400.967;D005647;22400967/1;54.000;02/05/24
71;22.400.967;D006451;22400967/3;6.500;02/05/24
71;22.400.967;D005649;22400967/2;20.000;13/05/24
71;22.400.968;D007359;22400968/4;1.500;10/05/24
71;22.400.968;D008218;22400968/5;1.800;19/04/24
71;22.400.968;D006996;22400968/3;800;02/04/24
71;22.400.968;D007305;22400968/2;1.000;03/04/24
71;22.400.968;D007113;22400968/1;2.000;17/05/24
71;22.400.969;D008146;22400969/5;28.500;02/04/24
71;22.400.969;D009524;22400969/3;39.500;11/03/24
71;22.400.969;D007512;22400969/2;15.500;15/05/24
71;22.400.969;D008146;22400969/4;28.500;06/03/24
71;22.400.969;D007337;22400969/1;26.500;14/05/24
71;22.400.970;F000207;22400970/1;600;26/02/24
71;22.400.971;F001679;22400971/3;50;26/02/24
71;22.400.971;F001508;22400971/6;875;15/03/24
71;22.400.971;F001813;22400971/4;25;26/02/24
71;22.400.971;F000198;22400971/1;1.000;08/03/24
71;22.400.971;F003840;22400971/5;450;15/03/24
71;22.400.971;F000285;22400971/2;420;04/04/24
71;22.400.972;F000242;22400972/1;1.200;07/03/24
71;22.400.973;F000669;22400973/1;450;08/04/24
71;22.400.974;F002629;22400974/2;360;26/02/24
71;22.400.974;F000924;22400974/1;480;12/04/24
71;22.400.975;F001087;22400975/2;210;01/03/24
71;22.400.975;F001357;22400975/8;200;01/03/24
71;22.400.975;F001090;22400975/3;100;18/03/24
71;22.400.975;F001091;22400975/4;3;18/03/24
71;22.400.975;F001257;22400975/7;50;01/03/24
71;22.400.975;F001041;22400975/1;25;01/03/24
71;22.400.975;F001664;22400975/9;720;19/02/24
71;22.400.975;F001186;22400975/5;80;18/03/24
71;22.400.975;F001187;22400975/6;100;18/03/24
71;22.400.976;F001265;22400976/1;1;08/03/24
71;22.400.977;F001815;22400977/1;250;26/02/24
71;22.400.978;F001674;22400978/2;50;28/03/24
71;22.400.978;F001675;22400978/1;25;26/02/24
71;22.400.979;F001363;22400979/1;199,6;23/02/24
71;22.400.980;F001042;22400980/1;1.920;27/02/24
71;22.400.982;E001937;22400982/1;48.000;29/04/24
71;22.400.982;E002283;22400982/2;302.400;22/04/24
71;22.400.983;D010210;22400983/2;105.000;24/04/24
71;22.400.983;D010214;22400983/3;80.500;15/03/24
71;22.400.983;D010272;22400983/4;10.500;23/04/24
71;22.400.984;D010207;22400984/1;63.000;18/04/24
71;22.400.986;F001955;22400986/1;400;15/03/24
71;22.400.987;F000093;22400987/1;625;13/03/24
71;22.400.988;C005001;22400988/1;1;05/02/24
71;22.400.989;F000873;22400989/1;20;15/03/24
71;22.400.990;F001057;22400990/1;150;15/03/24
71;22.400.991;F001161;22400991/2;20;15/03/24
71;22.400.991;F001121;22400991/1;20;15/03/24
71;22.400.992;B006119;22400992/1;1;05/02/24
71;22.400.993;F001185;22400993/1;100;15/03/24
71;22.400.994;F001699;22400994/1;1.200;16/04/24
71;22.400.995;F001116;22400995/1;1;05/02/24
71;22.400.996;A007719;22400996/1;1;05/02/24
71;22.400.997;A007302;22400997/1;1;05/02/24
71;22.400.998;A007302;22400998/1;1;05/02/24
71;22.401.001;F002242;22401001/1;5;29/02/24
71;22.401.002;F002888;22401002/1;1;08/02/24
71;22.401.003;F001651;22401003/1;1;09/02/24
71;22.401.004;F003660;22401004/1;1;08/02/24
71;22.401.005;F002619;22401005/1;5;01/03/24
71;22.401.006;A005632;22401006/1;1;05/02/24
71;22.401.007;F002717;22401007/1;1;31/01/24
71;22.401.008;B002983;22401008/1;1;05/02/24
71;22.401.009;B004614;22401009/1;1;05/02/24
71;22.401.010;B005953;22401010/1;1;05/02/24
71;22.401.011;A007302;22401011/1;1;05/02/24
71;22.401.012;A007302;22401012/1;1;05/02/24
71;22.401.013;A007691;22401013/1;1;05/02/24
71;22.401.014;B005770;22401014/1;1;31/01/24
71;22.401.015;D009525;22401015/3;39.500;06/03/24
71;22.401.015;D010273;22401015/2;10.500;18/04/24
71;22.401.015;D010208;22401015/1;105.000;05/04/24
71;22.401.016;E004554;22401016/1;100;08/02/24
71;22.401.019;F000182;22401019/1;1.000;15/03/24
71;22.401.020;F000923;22401020/1;100;08/03/24
71;22.401.021;F001042;22401021/1;1.280;05/03/24
71;22.401.022;F001197;22401022/1;240;18/03/24
71;22.401.025;E002539;22401025/1;50.000;22/05/24
71;22.401.026;E002255;22401026/1;100.800;26/09/24
71;22.401.026;E002255;22401026/2;21.600;19/09/24
71;22.401.028;E004332;22401028/1;250;06/03/24
71;22.401.028;E001540;22401028/2;180;20/03/24
71;22.401.030;E001826;22401030/1;120;01/03/24
71;22.401.030;E002998;22401030/3;200;29/03/24
71;22.401.030;E003319;22401030/7;1.000;22/03/24
71;22.401.030;E003976;22401030/6;200;09/04/24
71;22.401.030;E004246;22401030/5;140;14/03/24
71;22.401.030;E002009;22401030/2;200;02/07/24
71;22.401.030;E004021;22401030/4;400;17/04/24
71;22.401.031;E002413;22401031/1;31.360;23/04/24
71;22.401.032;E002577;22401032/1;5.670;30/04/24
71;22.401.033;E004269;22401033/1;120.000;06/05/24
71;22.401.034;E004317;22401034/1;300.000;31/05/24
71;22.401.038;F001936;22401038/2;25;29/02/24
71;22.401.038;F002399;22401038/1;30;29/02/24
71;22.401.039;F002524;22401039/1;300;04/03/24
71;22.401.040;F002897;22401040/1;900;15/03/24
71;22.401.040;F002900;22401040/4;1.000;15/03/24
71;22.401.040;F001190;22401040/3;600;15/03/24
71;22.401.040;F001472;22401040/2;40;15/03/24
71;22.401.041;F003026;22401041/1;10;05/04/24
71;22.401.042;F001993;22401042/1;5;13/03/24
71;22.401.043;F002029;22401043/1;5.800;19/04/24
71;22.401.045;F002175;22401045/1;2.000;10/05/24
71;22.401.046;F002398;22401046/1;5;13/03/24
71;22.401.047;F002417;22401047/1;10;20/03/24
71;22.401.048;F002435;22401048/1;49;06/03/24
71;22.401.049;F002520;22401049/1;125;14/03/24
71;22.401.050;D008712;22401050/1;14.200;13/05/24
71;22.401.051;F003261;22401051/1;7;11/04/24
71;22.401.052;F003721;22401052/1;20;08/03/24
71;22.401.053;F003734;22401053/1;158;15/03/24
71;22.401.054;F003814;22401054/1;70;26/06/24
71;22.401.055;E000227;22401055/1;3.000;06/05/24
71;22.401.057;D010845;22401057/2;10.000;12/04/24
71;22.401.057;D006632;22401057/1;49.000;22/03/24
71;22.401.058;D011765;22401058/4;52.500;08/04/24
71;22.401.058;D011771;22401058/5;13.650;15/05/24
71;22.401.058;D009831;22401058/2;8.500;04/03/24
71;22.401.058;D006633;22401058/1;48.000;06/03/24
71;22.401.058;D010846;22401058/3;10.500;21/03/24
71;22.401.059;D011770;22401059/5;13.650;13/05/24
71;22.401.059;D010917;22401059/3;10.000;25/03/24
71;22.401.059;D010871;22401059/2;10.000;25/03/24
71;22.401.059;D011764;22401059/4;52.500;02/04/24
71;22.401.059;D009830;22401059/1;9.200;04/03/24
71;22.401.060;F000323;22401060/1;60;07/02/24
71;22.401.061;A006280;22401061/1;16.575;07/02/24
71;22.401.061;A006280;22401061/5;16.575;07/02/24
71;22.401.061;A006280;22401061/3;16.575;07/02/24
71;22.401.061;A006280;22401061/2;16.575;07/02/24
71;22.401.063;F002134;22401063/1;384;02/02/24
71;22.401.065;A004114;22401065/1;5.000;26/02/24
71;22.401.068;F002911;22401068/1;1;02/02/24
71;22.401.070;A008042;22401070/3;10.000;29/02/24
71;22.401.070;A008042;22401070/2;10.000;29/02/24
71;22.401.070;A008042;22401070/1;10.000;29/02/24
71;22.401.071;A006584;22401071/1;1;07/02/24
71;22.401.072;A004836;22401072/1;1;07/02/24
71;22.401.073;B000980;22401073/1;1;07/02/24
71;22.401.074;B006119;22401074/1;1;07/02/24
71;22.401.075;A005632;22401075/1;1;07/02/24
71;22.401.076;F003807;22401076/1;1;07/02/24
71;22.401.077;A007971;22401077/1;10.000;04/03/24
71;22.401.078;A007575;22401078/2;37.500;04/03/24
71;22.401.078;A007575;22401078/3;47.500;04/03/24
71;22.401.078;A007575;22401078/4;47.500;04/03/24
71;22.401.078;A007575;22401078/1;47.500;04/03/24
71;22.401.079;A007517;22401079/1;1;07/02/24
71;22.401.080;A007616;22401080/1;1;07/02/24
71;22.401.081;F001672;22401081/1;1;12/02/24
71;22.401.082;F001565;22401082/1;1;12/02/24
71;22.401.083;F002112;22401083/1;1;12/02/24
71;22.401.085;F001956;22401085/1;1;12/02/24
71;22.401.087;F002134;22401087/1;256;02/02/24
71;22.401.093;A007529;22401093/1;15.000;11/03/24
71;22.401.093;A007529;22401093/2;15.000;11/03/24
71;22.401.094;F002122;22401094/1;550;22/04/24
71;22.401.097;B005953;22401097/1;1;13/02/24
71;22.401.098;A005294;22401098/1;11.700;29/03/24
71;22.401.099;A007517;22401099/1;1;07/02/24
71;22.401.100;A007517;22401100/1;1;07/02/24
71;22.401.101;A006584;22401101/1;1;07/02/24
71;22.401.102;C005002;22401102/1;1;07/02/24
71;22.401.103;B004614;22401103/1;1;07/02/24
71;22.401.104;F003300;22401104/1;1;12/02/24
71;22.401.105;F003891;22401105/1;1;13/02/24
71;22.401.106;A006184;22401106/1;10.800;28/02/24
71;22.401.107;A006066;22401107/2;10.800;28/02/24
71;22.401.107;A006066;22401107/1;10.800;28/02/24
71;22.401.109;A005138;22401109/2;11.700;28/02/24
71;22.401.109;A005138;22401109/7;11.700;28/02/24
71;22.401.109;A005138;22401109/4;11.700;28/02/24
71;22.401.109;A005138;22401109/1;11.700;28/02/24
71;22.401.109;A005138;22401109/3;11.700;28/02/24
71;22.401.109;A005138;22401109/5;11.700;28/02/24
71;22.401.109;A005138;22401109/8;11.700;28/02/24
71;22.401.109;A005138;22401109/6;11.700;28/02/24
71;22.401.111;D011732;22401111/1;133.000;03/05/24
71;22.401.114;F003314;22401114/1;25;20/02/24
71;22.401.119;A007018;22401119/1;10.000;27/02/24
71;22.401.123;F003920;22401123/1;30;04/03/24
71;22.401.124;F002728;22401124/1;20.000;09/05/24
71;22.401.136;D000322;22401136/1;36.000;31/12/24
71;22.401.138;B005770;22401138/1;1;05/02/24
71;22.401.141;A006584;22401141/1;1;08/02/24
71;22.401.142;A007517;22401142/1;1;09/02/24
71;22.401.143;B005527;22401143/1;1;08/02/24
71;22.401.144;A004920;22401144/1;1;12/02/24
71;22.401.145;F000928;22401145/1;1;26/03/24
71;22.401.146;F000760;22401146/1;10;05/04/24
71;22.401.146;F002969;22401146/2;15;05/04/24
71;22.401.147;F001977;22401147/2;2.750;10/05/24
71;22.401.147;F001977;22401147/1;2.000;04/04/24
71;22.401.148;F002196;22401148/1;375;25/03/24
71;22.401.149;F002500;22401149/1;10;22/03/24
71;22.401.150;F002523;22401150/1;25;19/03/24
71;22.401.151;F002051;22401151/1;1;15/02/24
71;22.401.151;F001032;22401151/2;75;29/02/24
71;22.401.153;F002578;22401153/1;200;16/05/24
71;22.401.154;F002970;22401154/1;25;04/04/24
71;22.401.155;F002712;22401155/1;44;19/04/24
71;22.401.156;F002716;22401156/1;640;27/03/24
71;22.401.158;F002113;22401158/1;15;08/04/24
71;22.401.161;F002629;22401161/1;280;08/04/24
71;22.401.162;F002748;22401162/1;25;09/04/24
71;22.401.162;F002750;22401162/3;20;09/04/24
71;22.401.162;F002752;22401162/4;15;09/04/24
71;22.401.162;F002749;22401162/2;20;09/04/24
71;22.401.163;F003220;22401163/2;65;08/04/24
71;22.401.163;F002753;22401163/1;15;08/04/24
71;22.401.164;F002754;22401164/1;5;08/04/24
71;22.401.165;F003230;22401165/2;25;08/04/24
71;22.401.165;F002755;22401165/1;8;08/04/24
71;22.401.167;F003221;22401167/1;25;11/04/24
71;22.401.168;F003024;22401168/1;60;09/04/24
71;22.401.169;F003506;22401169/1;120;10/04/24
71;22.401.170;F003539;22401170/1;1.000;20/02/24
71;22.401.171;E000129;22401171/1;2.000;19/04/24
71;22.401.172;E003676;22401172/4;400;29/04/24
71;22.401.172;E001644;22401172/2;100;31/05/24
71;22.401.172;E004560;22401172/1;150;18/03/24
71;22.401.172;E004173;22401172/8;800;31/05/24
71;22.401.172;E001776;22401172/3;700;04/06/24
71;22.401.172;E003482;22401172/6;800;29/04/24
71;22.401.172;E004559;22401172/7;300;07/05/24
71;22.401.172;E003699;22401172/5;200;29/04/24
71;22.401.173;E004346;22401173/1;750;10/04/24
71;22.401.174;D002563;22401174/1;20.000;15/04/24
71;22.401.175;E002283;22401175/1;80.640;03/05/24
71;22.401.175;E002297;22401175/2;124.800;20/05/24
71;22.401.176;E004269;22401176/1;50.000;03/06/24
71;22.401.177;D003300;22401177/1;350.000;17/05/24
71;22.401.178;D003277;22401178/1;4.500;22/04/24
71;22.401.179;E002284;22401179/1;65.000;10/05/24
71;22.401.180;D004618;22401180/3;4.500;05/04/24
71;22.401.180;D003011;22401180/2;2.000;06/05/24
71;22.401.180;D002195;22401180/1;560;04/03/24
71;22.401.192;D005421;22401192/1;1.000;07/02/24
71;22.401.193;D002722;22401193/3;2.000;03/05/24
71;22.401.193;D002722;22401193/4;2.500;27/05/24
71;22.401.193;D008665;22401193/2;360;31/12/24
71;22.401.193;D002722;22401193/1;2.000;15/03/24
71;22.401.194;D004509;22401194/1;31.000;22/03/24
71;22.401.194;D006313;22401194/3;8.500;09/04/24
71;22.401.194;D007222;22401194/4;187.500;07/05/24
